Name account,Sentiment,Vader,Textblob,Retweet
TonyFratto,-1,0.431,0.35,0
TonyFratto,0,-0.1511,-0.3125,1
TonyFratto,0,0.6239,0.125,0
TonyFratto,1,0.5693,0.2292,0
TonyFratto,0,-0.4767,0.02,4102
TonyFratto,0,-0.0516,0,3
TonyFratto,0,0.4215,0.8,0
TonyFratto,0,0.743,0.8,0
TonyFratto,0,0.5692,0.256,1
TonyFratto,1,0.8398,0.375,0
TonyFratto,-1,0.6596,0.25,0
TonyFratto,0,0,0,0
TonyFratto,0,0.4404,0.5,0
TonyFratto,0,0.854,0.1,0
TonyFratto,0,0,0.5,4
TonyFratto,0,0,0,0
TonyFratto,0,0.0772,0.25,0
TonyFratto,1,-0.8762,0.0875,5
TonyFratto,0,0,0.2,0
TonyFratto,0,0,-0.05,1
TonyFratto,0,0.7639,0.4688,0
TonyFratto,0,0.1027,-0.0117,0
TonyFratto,0,0.5719,0.5952,0
TonyFratto,0,0,0,0
TonyFratto,0,0.8268,-0.025,0
TonyFratto,0,0.2714,0.625,0
TonyFratto,-1,-0.6808,-0.3114,1
TonyFratto,0,0.6808,0.0714,49
TonyFratto,0,0.7906,0.3333,52
TonyFratto,0,0,0,108
TonyFratto,0,0,0.2,0
TonyFratto,-1,-0.4215,-0.1,5
TonyFratto,0,0.2247,0.15,0
TonyFratto,0,-0.6249,0,1
TonyFratto,0,0.6588,0.2893,0
TonyFratto,0,0,0.1667,1
TonyFratto,0,0.166,0.0667,1
TonyFratto,0,0.296,0.2857,3
TonyFratto,-1,-0.5423,-0.0667,2
TonyFratto,1,-0.4717,-0.4,1
TonyFratto,0,0.34,0.375,7
TonyFratto,0,0,0.1333,53
BernieSanders,0,-0.8689,0,628
BernieSanders,0,-0.068,0,774
BernieSanders,0,0,0.125,2738
BernieSanders,0,-0.8225,-0.2083,433
BernieSanders,0,-0.0516,0.2875,2047
BernieSanders,0,0.0258,0.0833,1516
BernieSanders,0,0.7096,-0.25,2455
BernieSanders,-1,0.8643,0.2333,4371
BernieSanders,1,0.6369,0.2143,2232
BernieSanders,0,-0.1027,0.05,8426
BernieSanders,0,0.7574,0.0403,688
BernieSanders,0,-0.2732,0.05,1095
BernieSanders,-1,-0.7909,0.0778,2528
BernieSanders,-1,0.7849,0.1,2521
BernieSanders,-1,0.0762,-0.0424,2248
BernieSanders,-1,-0.2359,0.0319,1846
BernieSanders,0,-0.8748,0.0771,2170
BernieSanders,0,0,0.5,88
BernieSanders,-1,0.8967,0.3056,631
BernieSanders,0,-0.4019,-0.4389,443
BernieSanders,-1,0.0258,-0.7143,2029
BernieSanders,0,-0.2023,-0.7143,1927
BernieSanders,0,-0.6174,0.1167,775
BernieSanders,0,0.2247,0.0569,2036
BernieSanders,-1,0.5417,0.5,5637
BernieSanders,0,-0.6124,0.25,1490
BernieSanders,0,0.4576,-0.0917,1147
BernieSanders,0,0.8074,0.4333,1443
BernieSanders,0,0.6705,0.15,575
BernieSanders,0,-0.9298,0.06,539
BernieSanders,0,0.836,0.2875,952
BernieSanders,0,0.0085,0,479
BernieSanders,-1,-0.1001,-0.0321,418
BernieSanders,-1,0.7518,0,1773
BernieSanders,-1,-0.825,-0.0542,359
BernieSanders,0,-0.1531,0,196
BernieSanders,0,-0.4588,-0.0048,309
BernieSanders,0,0,0.25,152
BernieSanders,0,0.6369,0.05,153
BernieSanders,0,-0.5872,-0.2167,341
BernieSanders,0,0.7506,0.0798,740
BernieSanders,0,0.0772,0.1406,246
BernieSanders,-1,0.8607,0.1958,222
BernieSanders,0,0.6903,0.2533,232
BernieSanders,0,0.4019,0.1786,57
BernieSanders,0,-0.5267,-0.0048,309
BernieSanders,0,0.5267,0.1273,192
BernieSanders,0,0.8834,0.0682,2958
BernieSanders,0,0.3595,0.1364,86
BernieSanders,-1,0.8176,0.32,1152
BernieSanders,0,0.7783,0,347
BernieSanders,-1,0.3612,-0.0333,2048
BernieSanders,0,0.7351,0.3333,599
BernieSanders,0,0.7096,0.0889,275
BernieSanders,0,0.8316,0.2873,1899
BernieSanders,0,-0.3612,0.2,276
BernieSanders,-1,0.357,0,174
BernieSanders,0,-0.5782,0.5,216
BernieSanders,0,0.7512,0.2778,162
BernieSanders,0,0,0.0505,394
BernieSanders,0,0,0,174
BernieSanders,0,-0.8316,0,656
BernieSanders,0,0.34,0.1147,394
BernieSanders,0,0.743,0.1733,179
BernieSanders,-1,-0.5023,0.0875,3025
BernieSanders,0,0.8225,0.2533,1186
BernieSanders,-1,-0.6597,0.1,658
BernieSanders,-1,0.4754,0.0591,898
BernieSanders,0,-0.5719,0.5,927
BernieSanders,0,0.6625,0.2411,487
BernieSanders,0,0,0.2857,1478
BernieSanders,0,0.7425,0.4,2236
BernieSanders,-1,0.9272,0.2444,1582
BernieSanders,0,0.9451,0.3114,727
BernieSanders,0,-0.8126,-0.1483,270
BernieSanders,0,0.3818,0.3619,485
BernieSanders,0,0.1779,-0.025,1167
BernieSanders,-2,-0.471,0.1867,1420
BernieSanders,0,0,0.0625,1724
BernieSanders,-1,-0.3182,0.0312,917
BernieSanders,0,0.6114,0.1042,4785
BernieSanders,0,-0.6382,0.235,2341
BernieSanders,-2,-0.6634,-1,7651
BernieSanders,0,0.1531,0.1125,1849
BernieSanders,0,0.3612,0.1,535
BernieSanders,-1,0.2052,0.0625,173
BernieSanders,-1,-0.0397,0,4017
BernieSanders,0,0.7096,0.3333,3081
BernieSanders,0,0.3999,0.2167,2197
BernieSanders,0,0.9552,0.46,842
BernieSanders,-1,0.0258,-0.7143,2265
BernieSanders,0,0.7184,0.7,310
BernieSanders,0,-0.6166,0.1667,1400
BernieSanders,0,0.8316,0.5,5606
BernieSanders,0,0.1571,0.4583,1511
BernieSanders,-1,-0.1613,0.3,108
BernieSanders,1,0.8777,0.875,3495
BernieSanders,0,0.3818,0,1920
BernieSanders,0,-0.6705,0.0566,1011
BernieSanders,0,0.25,0,2464
BernieSanders,-1,0.8221,0.5,2501
BernieSanders,0,0,0.1364,81
BernieSanders,0,0.6997,0.3,5424
BernieSanders,0,-0.2732,-0.2,447
BernieSanders,0,-0.3818,0,642
BernieSanders,-1,0,-0.15,7319
BernieSanders,0,0.9437,0.3976,2794
BernieSanders,0,-0.7184,-0.25,421
BernieSanders,0,0.5267,0,100
BernieSanders,0,0,0.175,4222
BernieSanders,0,0,-0.1583,5109
BernieSanders,0,-0.8074,0.1449,583
BernieSanders,0,-0.6908,0,1565
BernieSanders,0,0.34,0.1,430
BernieSanders,0,0.0772,0,525
BernieSanders,0,0.3818,0,192
BernieSanders,-2,-0.8906,-0.2,268
BernieSanders,0,0.8271,-0.3,200
BernieSanders,0,0.6549,0.2341,210
BernieSanders,-1,-0.5095,0.0717,148
BernieSanders,0,0.7397,0.2341,210
BernieSanders,-1,-0.4767,0.0583,519
BernieSanders,0,0.4404,0.3091,402
BernieSanders,-1,0.4404,0.3333,342
BernieSanders,0,0.3802,0.0852,115
BernieSanders,-1,0.6808,0.085,1156
BernieSanders,0,0.7506,0.325,606
BernieSanders,0,0.6597,0.1964,2451
BernieSanders,0,0,0,2468
BernieSanders,0,0.8591,0.3667,756
BernieSanders,0,0.875,0.3333,1026
BernieSanders,0,0.7003,0.225,343
BernieSanders,-1,0.7874,0.1458,3093
BernieSanders,-1,0.6808,0.06,973
BernieSanders,-1,0.5927,0.2112,1188
BernieSanders,0,0.9204,0.3857,977
BernieSanders,-1,-0.6486,0.0833,5076
BernieSanders,-1,0.7102,-0.0411,893
BernieSanders,-1,0,-0.1583,1754
BernieSanders,0,0.6659,0.3571,1486
BernieSanders,0,-0.2263,0.3,2058
BernieSanders,-1,-0.5106,0,2504
BernieSanders,-1,0.4397,0.4,11612
BernieSanders,0,0,0.0929,1886
BernieSanders,0,0.2263,0.0333,9530
BernieSanders,-1,0.5267,0,5341
BernieSanders,1,0.402,0.5,1487
BernieSanders,0,0.9284,0.0675,1769
BernieSanders,0,0.9631,0.575,1565
BernieSanders,0,0.4019,0,8086
BernieSanders,0,0.6597,0,2136
BernieSanders,0,0.8934,0.2913,330
BernieSanders,-1,-0.7184,0.1562,3537
BernieSanders,0,-0.6597,0.125,1281
BernieSanders,0,-0.34,-0.0573,950
BernieSanders,-1,-0.4201,-0.3,1674
BernieSanders,0,0.8816,0.2762,677
BernieSanders,1,0.7845,0.3583,838
BernieSanders,-1,0.5198,0.2457,611
BernieSanders,0,-0.9578,0,452
BernieSanders,0,0.4588,0.2682,371
BernieSanders,0,-0.6597,0.1,754
BernieSanders,-1,-0.5283,0,168
BernieSanders,-1,0.0258,0,175
BernieSanders,0,0.4588,0.2682,371
BernieSanders,0,0.296,0,251
BernieSanders,0,0.8139,0,3166
BernieSanders,-1,-0.25,-0.0143,2052
BernieSanders,0,0.4588,0.2682,199
BernieSanders,0,0.296,0.2,2339
BernieSanders,0,-0.3818,0.5,876
BernieSanders,0,0.8779,0,443
BernieSanders,0,0.7564,0.3889,311
BernieSanders,0,-0.8205,0,869
BernieSanders,3,0.9199,0.18,987
BernieSanders,0,0.6652,0.2671,303
BernieSanders,0,-0.296,0,141
BernieSanders,0,-0.4404,-0.1571,229
BernieSanders,0,-0.6408,0.5,825
BernieSanders,0,-0.694,0.2121,825
BernieSanders,0,0.6808,0.05,486
BernieSanders,-2,0.69,0.1875,2414
BernieSanders,-1,-0.5932,0.1667,809
BernieSanders,0,0.807,0.4386,898
BernieSanders,0,0.8807,0.0952,641
BernieSanders,0,-0.6705,-0.2,1283
BernieSanders,1,0.891,0.3,1618
BernieSanders,0,0.4588,-0.0167,702
BernieSanders,-1,0.7083,0.345,961
BernieSanders,1,0.8979,0.3937,1450
BernieSanders,0,-0.5499,0.25,4905
BernieSanders,-1,0,0,3814
BernieSanders,0,0.8271,0,3218
BernieSanders,0,-0.0772,0.1091,6084
BernieSanders,0,-0.7906,0.2667,2518
BernieSanders,0,-0.1779,-0.0167,671
BernieSanders,-1,0.1017,0.3333,1253
BernieSanders,0,0,0,33
BernieSanders,-1,0.5499,0.24,788
BernieSanders,-1,0.2047,0.4429,901
